id,neighbourhood,room_type,accommodates,bathrooms,bedrooms,beds,price
2686,Downtown,Entire home/apt,4,2 baths,2,2,210
2687,Kensington-Cedar Cottage,Entire home/apt,6,1 bath,2,3,120
2688,Downtown Eastside,Private room,2,1.5 shared baths,1,2,171
2689,West End,Entire home/apt,5,2 baths,3,3,175
2690,Mount Pleasant,Entire home/apt,4,1 bath,1,1,245
2691,West Point Grey,Entire home/apt,4,1 bath,1,1,198
2692,West Point Grey,Entire home/apt,2,1 bath,1,1,150
2693,Mount Pleasant,Entire home/apt,2,1 bath,1,1,119
2694,Grandview-Woodland,Entire home/apt,3,1 bath,1,1,100
2695,Dunbar Southlands,Entire home/apt,2,1 bath,1,2,112
2696,Killarney,Private room,1,1 private bath,1,1,45
2697,Kensington-Cedar Cottage,Entire home/apt,6,1 bath,3,3,111
2698,Downtown,Entire home/apt,5,1.5 baths,3,3,279
2699,Kensington-Cedar Cottage,Private room,1,1 shared bath,1,1,34
2700,Renfrew-Collingwood,Entire home/apt,6,3 baths,3,4,311
2701,Dunbar Southlands,Entire home/apt,2,1 bath,1,1,79
2702,Renfrew-Collingwood,Entire home/apt,6,3 baths,3,4,279
2703,Downtown,Entire home/apt,5,1 bath,1,4,253
2704,Sunset,Entire home/apt,2,1 bath,1,1,92
2705,Kensington-Cedar Cottage,Entire home/apt,4,1.5 baths,1,1,150
2706,Riley Park,Entire home/apt,4,1 bath,2,2,199
2707,Kitsilano,Entire home/apt,3,2 baths,2,2,140
2708,Downtown Eastside,Entire home/apt,4,1 bath,1,2,141
2709,West End,Entire home/apt,4,2.5 baths,2,2,450
2710,West End,Private room,2,1 shared bath,1,1,49
2711,Dunbar Southlands,Private room,5,1 private bath,2,2,99
2712,Downtown,Entire home/apt,2,1.5 baths,1,1,129
2713,Oakridge,Private room,1,1 private bath,1,1,49
2714,Renfrew-Collingwood,Entire home/apt,4,1 bath,2,2,150
2715,Kensington-Cedar Cottage,Entire home/apt,2,1 bath,1,1,119
2716,Downtown,Entire home/apt,5,1 bath,1,3,146
2717,West End,Private room,1,1 shared bath,1,1,49
2718,Renfrew-Collingwood,Private room,2,1 shared bath,1,1,42
2719,Kitsilano,Entire home/apt,2,1 bath,2,2,60
2720,Dunbar Southlands,Entire home/apt,5,1 bath,2,3,100
2721,Marpole,Entire home/apt,4,2 baths,2,2,149
2722,Riley Park,Entire home/apt,2,1 bath,1,1,198
2723,Kensington-Cedar Cottage,Entire home/apt,4,1 bath,2,2,110
2724,Riley Park,Entire home/apt,4,1 bath,2,4,123
2725,Oakridge,Private room,2,2 shared baths,1,1,49
2726,Renfrew-Collingwood,Entire home/apt,5,2 baths,3,3,110.71
2727,West End,Entire home/apt,3,1 bath,1,3,129
2728,Marpole,Private room,2,1 private bath,1,1,79
2729,Oakridge,Private room,2,1 shared bath,1,1,42
2730,Oakridge,Private room,2,1 shared bath,1,0,65
2731,Kitsilano,Entire home/apt,5,1.5 baths,2,4,295
2732,Hastings-Sunrise,Entire home/apt,4,1 bath,1,1,55
2733,Hastings-Sunrise,Private room,1,1 shared bath,1,1,37.14
2734,Grandview-Woodland,Private room,1,2 shared baths,1,1,50
2735,Mount Pleasant,Entire home/apt,2,1 bath,1,1,306
2736,Grandview-Woodland,Entire home/apt,4,2 baths,3,3,200
2737,Kerrisdale,Entire home/apt,4,1 bath,2,2,169
2738,West End,Private room,2,1 shared bath,1,1,130
2739,West End,Entire home/apt,3,1 bath,1,1,139
2740,Downtown,Entire home/apt,4,2 baths,2,2,119
2741,Downtown,Entire home/apt,5,2 baths,2,2,399
2742,Marpole,Private room,8,3.5 baths,5,5,599
2743,Oakridge,Private room,2,2 shared baths,1,1,32
2744,Dunbar Southlands,Entire home/apt,2,1 bath,1,1,76
2745,Oakridge,Private room,2,1 shared bath,1,1,49
2746,Kitsilano,Entire home/apt,4,2.5 baths,2,2,896
2747,Sunset,Entire home/apt,4,1 bath,2,2,70
2748,Downtown,Entire home/apt,3,1 bath,1,1,285
2749,Mount Pleasant,Entire home/apt,2,1 bath,1,1,124
2750,Victoria-Fraserview,Entire home/apt,5,1 bath,2,1,110
2751,Marpole,Private room,2,2 shared baths,1,1,75
2752,Dunbar Southlands,Private room,4,1 shared bath,2,2,129
2753,Downtown,Entire home/apt,6,2 baths,2,4,175
2754,Hastings-Sunrise,Entire home/apt,4,1 bath,2,2,80
2755,Downtown Eastside,Entire home/apt,5,2 baths,2,3,245
2756,Dunbar Southlands,Entire home/apt,12,3 baths,6,7,788
2757,Downtown,Entire home/apt,4,2 baths,2,2,350
2758,Downtown,Entire home/apt,2,1 bath,1,1,100
2759,West End,Shared room,1,1 shared bath,1,1,45
2760,Kensington-Cedar Cottage,Entire home/apt,7,1.5 baths,3,3,100
2761,Downtown Eastside,Entire home/apt,4,1 bath,1,3,119
2762,Arbutus Ridge,Entire home/apt,6,3.5 baths,4,5,500
2763,Mount Pleasant,Entire home/apt,4,1 bath,2,2,200
2764,Renfrew-Collingwood,Private room,2,1 private bath,1,1,59
2765,Victoria-Fraserview,Entire home/apt,2,1 bath,1,1,90
2766,Oakridge,Private room,2,1 shared bath,1,1,49
2767,Dunbar Southlands,Entire home/apt,2,1 bath,1,1,125
2768,Riley Park,Entire home/apt,6,3.5 baths,3,3,849
2769,Dunbar Southlands,Entire home/apt,4,1 bath,2,3,388
2770,Marpole,Entire home/apt,6,2.5 baths,3,3,144
2771,Fairview,Entire home/apt,5,1 bath,2,3,199
2772,Dunbar Southlands,Entire home/apt,5,1 bath,2,2,130
2773,Downtown,Private room,1,1 shared bath,1,1,129
2774,Kensington-Cedar Cottage,Entire home/apt,2,1 bath,1,2,89
2775,Downtown,Entire home/apt,5,1 bath,1,3,137
2776,Downtown,Entire home/apt,4,1 bath,1,2,120
2777,Hastings-Sunrise,Entire home/apt,2,1 bath,1,1,59
2778,South Cambie,Entire home/apt,6,1 bath,2,3,275
2779,Killarney,Entire home/apt,5,1 bath,2,2,62
2780,West End,Entire home/apt,3,1 bath,1,2,269
2781,Sunset,Entire home/apt,3,1 bath,1,2,85
2782,Dunbar Southlands,Entire home/apt,5,1 bath,2,3,125
2783,Dunbar Southlands,Private room,2,1 shared bath,1,2,89
2784,West Point Grey,Entire home/apt,2,1 bath,1,1,200
2785,West End,Entire home/apt,2,1 bath,1,1,95
2786,Kitsilano,Entire home/apt,6,1 bath,2,2,185
2787,West Point Grey,Entire home/apt,4,2 baths,2,2,300
2788,Arbutus Ridge,Entire home/apt,4,1 bath,2,2,150
2789,Downtown,Entire home/apt,3,1 bath,1,1,136
2790,Mount Pleasant,Entire home/apt,5,2 baths,2,2,205
2791,Kitsilano,Entire home/apt,2,1 bath,1,1,145
2792,Riley Park,Entire home/apt,3,1 bath,1,1,110
2793,Downtown,Entire home/apt,4,2 baths,2,2,120
2794,Riley Park,Entire home/apt,3,1 bath,1,1,100
2795,Downtown,Entire home/apt,4,1 bath,1,1,90
2796,Downtown,Entire home/apt,5,1.5 baths,2,2,313
2797,Kitsilano,Private room,2,1 private bath,1,1,200
2798,South Cambie,Entire home/apt,2,1 bath,1,1,68
2799,Riley Park,Entire home/apt,4,1 bath,2,2,275
2800,Shaughnessy,Entire home/apt,6,2.5 baths,4,6,300
2801,Kensington-Cedar Cottage,Entire home/apt,4,1 bath,1,2,116
2802,Hastings-Sunrise,Entire home/apt,2,1 bath,1,1,85
2803,Downtown,Entire home/apt,3,1 bath,1,2,124
2804,Kensington-Cedar Cottage,Entire home/apt,4,1 bath,2,2,150
2805,Kensington-Cedar Cottage,Entire home/apt,2,1 bath,1,1,140
2806,Fairview,Private room,1,1.5 baths,1,1,50
2807,West End,Private room,2,1 shared bath,1,1,167
2808,Downtown,Entire home/apt,8,1 bath,2,4,185
2809,Downtown,Entire home/apt,4,2 baths,2,1,543
2810,Downtown,Entire home/apt,3,1 bath,1,2,199
2811,West End,Entire home/apt,2,1 bath,1,1,118
2812,Mount Pleasant,Private room,2,1 shared bath,1,1,85
2813,Oakridge,Private room,2,1 shared bath,1,1,103
2814,Downtown,Entire home/apt,6,2 baths,3,3,169
2815,Renfrew-Collingwood,Private room,1,1 shared bath,1,1,30
2816,Mount Pleasant,Entire home/apt,3,1 bath,2,1,210
2817,Dunbar Southlands,Private room,4,1 private bath,2,3,358
2818,Dunbar Southlands,Private room,4,1 private bath,2,2,225
2819,Mount Pleasant,Entire home/apt,4,2.5 baths,2,2,300
2820,Arbutus Ridge,Entire home/apt,4,1 bath,2,2,250
2821,Killarney,Private room,3,1 private bath,1,2,78
2822,Dunbar Southlands,Entire home/apt,4,1 bath,1,2,196
2823,Grandview-Woodland,Entire home/apt,6,2.5 baths,2,2,99
2824,Renfrew-Collingwood,Private room,2,1 private bath,1,1,75
2825,Kitsilano,Entire home/apt,4,2 baths,2,2,199
2826,Downtown Eastside,Entire home/apt,2,1 bath,1,1,100
2827,West Point Grey,Entire home/apt,6,1 bath,2,3,115
2828,Downtown Eastside,Entire home/apt,5,1 bath,2,2,245
2829,West End,Entire home/apt,4,1 bath,1,2,90
2830,Dunbar Southlands,Entire home/apt,4,1 bath,2,2,368
2831,Kensington-Cedar Cottage,Entire home/apt,8,2 baths,3,4,250
2832,Oakridge,Entire home/apt,4,1.5 baths,1,1,103
2833,Fairview,Private room,2,1 private bath,1,1,125
2834,West End,Entire home/apt,2,1 bath,1,1,189
2835,Dunbar Southlands,Private room,4,1 private bath,1,3,99
2836,Downtown,Entire home/apt,8,2 baths,3,5,301
2837,Dunbar Southlands,Entire home/apt,4,1 bath,2,2,100
2838,Mount Pleasant,Entire home/apt,2,1 bath,1,1,356
2839,Victoria-Fraserview,Private room,4,1 shared bath,2,1,150
2840,Oakridge,Private room,3,1 shared bath,1,1,45
2841,Oakridge,Private room,2,1 shared bath,1,1,42
2842,Kerrisdale,Entire home/apt,4,1 bath,1,1,100.29
2843,Shaughnessy,Entire home/apt,8,1 bath,4,4,299
2844,Riley Park,Entire home/apt,6,1 bath,3,4,200
2845,Kerrisdale,Entire home/apt,5,2 baths,2,2,129
2846,West End,Entire home/apt,2,1 bath,1,1,110
2847,Kensington-Cedar Cottage,Private room,2,1 shared bath,1,1,58
2848,Oakridge,Private room,2,1 shared bath,1,1,40
2849,Sunset,Entire home/apt,6,1 bath,3,3,178
2850,Dunbar Southlands,Entire home/apt,4,1 bath,2,2,157
2851,Downtown,Entire home/apt,3,1 bath,1,2,195
2852,West End,Entire home/apt,2,1 bath,1,1,124
2853,Riley Park,Entire home/apt,4,1 bath,2,3,85
2854,Fairview,Entire home/apt,5,2 baths,3,3,225
2855,Kitsilano,Entire home/apt,2,1 bath,1,4,178
2856,Dunbar Southlands,Private room,2,1.5 baths,1,1,56
2857,Dunbar Southlands,Private room,2,1.5 baths,1,1,61
2858,Dunbar Southlands,Private room,2,1.5 baths,1,1,60
2859,Downtown,Private room,1,1 private bath,1,1,70
2860,Mount Pleasant,Entire home/apt,2,1 bath,1,1,70
2861,West End,Entire home/apt,4,2 baths,2,2,279
2862,West End,Entire home/apt,4,2 baths,2,3,132
2863,Riley Park,Entire home/apt,3,1 bath,1,2,109.86
2864,Mount Pleasant,Entire home/apt,2,1 bath,1,1,110
2865,Riley Park,Private room,2,1 shared bath,1,1,91
2866,Mount Pleasant,Entire home/apt,4,1 bath,1,2,125
2867,Kensington-Cedar Cottage,Entire home/apt,4,1 bath,1,2,79
2868,Downtown,Entire home/apt,2,1 bath,1,1,113
2869,Riley Park,Entire home/apt,4,1 bath,1,1,94
2870,Downtown Eastside,Entire home/apt,4,1 bath,1,2,106
2871,Downtown Eastside,Entire home/apt,4,1 bath,2,2,225
2872,Downtown Eastside,Entire home/apt,4,1 bath,1,1,79
2873,Downtown,Entire home/apt,2,1 bath,1,2,108
2874,Renfrew-Collingwood,Entire home/apt,2,1 bath,1,1,61
2875,Downtown,Private room,1,1 shared bath,1,1,80
2876,Kensington-Cedar Cottage,Entire home/apt,2,1 bath,1,1,60
2877,West End,Entire home/apt,3,1 bath,1,2,180
2878,Hastings-Sunrise,Private room,2,1 private bath,1,1,70
2879,Kerrisdale,Private room,2,1 private bath,1,1,90
2880,Downtown,Private room,1,1 shared bath,1,1,44
2881,Dunbar Southlands,Private room,2,1 shared bath,1,1,90
2882,Downtown,Entire home/apt,4,1 bath,1,2,133
2883,Kitsilano,Entire home/apt,2,1 bath,1,1,148
2884,Killarney,Entire home/apt,4,2 baths,2,2,230
2885,Renfrew-Collingwood,Entire home/apt,2,1 bath,1,1,90
2886,Downtown,Entire home/apt,4,1 bath,1,2,282
2887,Downtown,Entire home/apt,4,1 bath,1,2,110
2888,Downtown,Entire home/apt,3,1 bath,1,1,140
2889,Riley Park,Entire home/apt,6,1 bath,2,3,175
2890,Hastings-Sunrise,Entire home/apt,5,2 baths,4,4,128
2891,Fairview,Entire home/apt,4,2 baths,2,2,250
2892,Riley Park,Entire home/apt,3,1 bath,1,2,131.43
2893,Hastings-Sunrise,Entire home/apt,4,1 bath,2,3,86
2894,Kensington-Cedar Cottage,Entire home/apt,2,1 bath,1,1,72
2895,Shaughnessy,Entire home/apt,8,1 bath,2,4,160
2896,Grandview-Woodland,Entire home/apt,2,1 bath,1,1,200
2897,Kensington-Cedar Cottage,Entire home/apt,2,1 bath,1,1,69
2898,Kensington-Cedar Cottage,Private room,1,Private half-bath,1,1,51
2899,Downtown,Private room,1,1 private bath,1,1,140
2900,Grandview-Woodland,Entire home/apt,4,1 bath,2,2,186
2901,Renfrew-Collingwood,Private room,2,1 private bath,1,1,59
2902,Oakridge,Entire home/apt,8,2.5 baths,4,4,214
2903,Downtown,Entire home/apt,4,2.5 baths,2,3,185
2904,Kensington-Cedar Cottage,Private room,2,1.5 shared baths,1,1,45
2905,Kensington-Cedar Cottage,Private room,2,1 shared bath,1,1,60
2906,Kensington-Cedar Cottage,Entire home/apt,6,2 baths,3,4,200
2907,Kitsilano,Entire home/apt,4,1 bath,2,2,305
2908,Killarney,Entire home/apt,5,1.5 baths,2,3,100
2909,Kitsilano,Entire home/apt,5,1.5 baths,2,3,250
2910,Downtown,Entire home/apt,4,1 bath,1,2,95
2911,Kitsilano,Entire home/apt,6,1 bath,2,2,178
2912,Kitsilano,Entire home/apt,6,2 baths,3,3,300
2913,Downtown,Entire home/apt,2,1 bath,1,2,80
2914,Downtown,Entire home/apt,6,1.5 baths,2,3,165
2915,West End,Entire home/apt,4,2 baths,2,2,229
2916,Grandview-Woodland,Private room,2,1 bath,1,1,65
2917,Kitsilano,Entire home/apt,7,2.5 baths,4,4,650
2918,Downtown,Entire home/apt,4,2 baths,2,3,130
2919,Kensington-Cedar Cottage,Private room,2,1 shared bath,1,1,55
2920,Renfrew-Collingwood,Entire home/apt,2,1 bath,1,1,100
2921,Kitsilano,Entire home/apt,4,2.5 baths,2,3,191
2922,Mount Pleasant,Entire home/apt,6,2 baths,2,3,205
2923,Grandview-Woodland,Entire home/apt,2,1 bath,1,1,120
2924,Mount Pleasant,Entire home/apt,2,1 bath,1,1,100
2925,Grandview-Woodland,Entire home/apt,4,1.5 baths,2,2,267
2926,Kitsilano,Entire home/apt,2,1 bath,1,1,111
2927,Mount Pleasant,Entire home/apt,3,2 baths,2,1,174
2928,Riley Park,Entire home/apt,4,1 bath,2,3,199
2929,Riley Park,Private room,1,1 shared bath,1,1,52
2930,Marpole,Private room,2,1.5 shared baths,1,1,51
2931,Marpole,Private room,2,1.5 shared baths,1,1,50
2932,South Cambie,Entire home/apt,4,1.5 baths,2,2,135
2933,Renfrew-Collingwood,Entire home/apt,3,1 bath,2,2,129
2934,South Cambie,Entire home/apt,4,1 bath,2,2,102
2935,Downtown Eastside,Entire home/apt,2,1 bath,1,1,70
2936,Hastings-Sunrise,Entire home/apt,6,1 bath,3,4,147
2937,South Cambie,Entire home/apt,6,1 bath,3,3,250
2938,Renfrew-Collingwood,Entire home/apt,2,1.5 baths,2,2,90
2939,West Point Grey,Entire home/apt,3,1 bath,1,2,62
2940,West End,Entire home/apt,2,1 bath,1,1,319
2941,Downtown,Entire home/apt,8,2 baths,3,4,239
2942,Fairview,Entire home/apt,2,1 bath,1,1,225
2943,Marpole,Entire home/apt,2,1 bath,1,1,95
2944,Marpole,Entire home/apt,6,1.5 baths,3,3,250
2945,Grandview-Woodland,Entire home/apt,4,1 bath,2,3,140
2946,Downtown,Private room,1,1 shared bath,1,1,72
2947,Dunbar Southlands,Private room,2,1 private bath,1,1,165
2948,Oakridge,Private room,2,1 shared bath,1,1,43
2949,Kensington-Cedar Cottage,Entire home/apt,4,1.5 baths,2,1,150
2950,Downtown,Entire home/apt,4,1 bath,1,3,249
2951,Downtown,Entire home/apt,5,2 baths,2,3,299
2952,Mount Pleasant,Private room,2,1 shared bath,1,1,80
2953,Downtown,Entire home/apt,4,1 bath,1,2,140
2954,Renfrew-Collingwood,Private room,2,1 shared bath,1,1,55
2955,Renfrew-Collingwood,Private room,2,1 shared bath,1,1,49
2956,Hastings-Sunrise,Private room,2,1 shared bath,1,1,40
2957,Grandview-Woodland,Entire home/apt,6,1 bath,2,2,125
2958,West End,Entire home/apt,4,1 bath,2,2,142
2959,Riley Park,Entire home/apt,4,1 bath,1,2,138
2960,Dunbar Southlands,Entire home/apt,3,1 bath,1,2,118
2961,West Point Grey,Private room,1,1 shared bath,1,1,50
2962,Downtown,Private room,4,1 shared bath,2,2,265
2963,Downtown,Entire home/apt,2,1 bath,1,1,132
2964,Grandview-Woodland,Private room,2,1 shared bath,1,1,69
2965,Kitsilano,Entire home/apt,3,1 bath,1,2,150
2966,West Point Grey,Private room,2,1.5 baths,1,1,119
2967,Riley Park,Private room,1,1 shared bath,1,1,30
2968,Riley Park,Private room,1,1 shared bath,1,2,25
2969,Grandview-Woodland,Entire home/apt,2,1 bath,1,1,115
2970,West End,Entire home/apt,2,1 bath,1,1,80
2971,Kensington-Cedar Cottage,Private room,2,1 shared bath,1,1,69
2972,Mount Pleasant,Entire home/apt,4,2 baths,2,2,145
2973,Downtown,Entire home/apt,3,1 bath,1,2,75
2974,Kitsilano,Entire home/apt,2,1 bath,1,1,264
2975,Downtown,Entire home/apt,3,1 bath,1,1,300
2976,Killarney,Entire home/apt,2,1 bath,1,1,59
2977,Downtown,Entire home/apt,4,1.5 baths,2,2,170
2978,Riley Park,Private room,2,1 shared bath,1,1,99
2979,Kitsilano,Entire home/apt,4,1.5 baths,3,3,240
2980,Mount Pleasant,Entire home/apt,2,1 bath,1,1,247
2981,Downtown,Entire home/apt,2,1 bath,1,1,99
2982,Mount Pleasant,Entire home/apt,4,2 baths,2,2,199
2983,Kitsilano,Entire home/apt,6,2 baths,4,4,525
2984,Riley Park,Private room,1,1 private bath,1,1,60
2985,Arbutus Ridge,Entire home/apt,4,2 baths,2,4,240
2986,West End,Entire home/apt,3,1 bath,1,1,208
2987,Fairview,Entire home/apt,2,1 bath,1,1,105
2988,Renfrew-Collingwood,Entire home/apt,5,1 bath,2,3,174
2989,Kerrisdale,Private room,2,1 shared bath,1,1,35
2990,Downtown,Entire home/apt,4,1 bath,1,2,146
2991,Marpole,Private room,2,1 shared bath,1,1,56
2992,Marpole,Private room,2,1 shared bath,1,1,64
2993,Marpole,Entire home/apt,2,1 bath,1,1,90
2994,Fairview,Entire home/apt,2,1 bath,2,2,110
2995,Oakridge,Entire home/apt,6,2 baths,3,3,199
2996,Killarney,Entire home/apt,2,1 bath,1,1,79
2997,Sunset,Entire home/apt,5,1 bath,2,4,99
2998,Downtown,Private room,3,1 private bath,1,1,200
2999,Renfrew-Collingwood,Entire home/apt,4,1.5 baths,2,2,119
3000,Kitsilano,Entire home/apt,5,2 baths,2,2,375
3001,Fairview,Entire home/apt,2,1 bath,1,1,105
3002,Kensington-Cedar Cottage,Entire home/apt,14,4 baths,5,7,200
3003,Kitsilano,Entire home/apt,6,1 bath,2,2,400
3004,Grandview-Woodland,Entire home/apt,4,1 bath,2,2,179
3005,Fairview,Entire home/apt,2,1 bath,1,1,135
3006,Hastings-Sunrise,Entire home/apt,4,1 bath,1,2,200
3007,Oakridge,Entire home/apt,4,1 bath,2,3,150
3008,Downtown,Private room,1,1 shared bath,1,1,115
3009,Kensington-Cedar Cottage,Private room,2,1.5 shared baths,1,1,69
3010,Downtown,Entire home/apt,3,1 bath,1,2,85
3011,Downtown,Entire home/apt,4,1 bath,1,2,135
3012,Kensington-Cedar Cottage,Entire home/apt,2,1 bath,1,1,139
3013,Kensington-Cedar Cottage,Entire home/apt,4,1 bath,2,2,112
3014,Downtown,Private room,2,1 private bath,1,1,155
3015,Kerrisdale,Entire home/apt,16,3.5 baths,6,10,521
3016,Downtown Eastside,Private room,1,1 private bath,1,1,145
3017,Dunbar Southlands,Private room,2,1 private bath,1,1,165
3018,Riley Park,Entire home/apt,6,1 bath,2,3,215
3019,Killarney,Private room,1,2 shared baths,3,1,40
3020,Downtown,Entire home/apt,2,1 bath,1,1,153
3021,Dunbar Southlands,Entire home/apt,10,3.5 baths,4,11,990
3022,Kensington-Cedar Cottage,Private room,2,1.5 baths,1,1,79
3023,West Point Grey,Entire home/apt,3,1 bath,1,1,257
3024,Kensington-Cedar Cottage,Private room,2,1 shared bath,1,1,59
3025,Renfrew-Collingwood,Entire home/apt,7,1 bath,3,5,84
3026,Kensington-Cedar Cottage,Entire home/apt,6,2 baths,4,7,179
3027,Downtown,Entire home/apt,4,1 bath,2,2,142
3028,Downtown,Entire home/apt,5,2 baths,3,3,221
3029,Downtown,Entire home/apt,6,1.5 baths,2,3,130
3030,Downtown,Entire home/apt,6,2 baths,2,3,441
3031,Kitsilano,Entire home/apt,4,2 baths,2,2,120
3032,Fairview,Entire home/apt,4,2 baths,2,2,149
3033,Mount Pleasant,Entire home/apt,3,1 bath,1,1,125
3034,Kerrisdale,Private room,2,1 private bath,1,1,75
3035,Renfrew-Collingwood,Entire home/apt,4,1 bath,2,2,86
3036,Hastings-Sunrise,Entire home/apt,2,1 bath,1,1,82
3037,West End,Entire home/apt,8,2.5 baths,4,4,762
3038,Marpole,Entire home/apt,4,1 bath,2,2,300
3039,Marpole,Private room,2,1 shared bath,1,1,29
3040,Killarney,Private room,1,2 shared baths,3,1,40
3041,Killarney,Private room,1,1 shared bath,1,1,50
3042,Downtown Eastside,Entire home/apt,3,1 bath,1,2,124
3043,West End,Private room,2,1 shared bath,1,1,110
3044,Downtown,Entire home/apt,2,1 bath,1,1,125
3045,Downtown,Entire home/apt,2,1 bath,1,1,249
3046,Kitsilano,Private room,4,1 private bath,1,2,99
3047,Mount Pleasant,Entire home/apt,2,1 bath,1,1,80
3048,Hastings-Sunrise,Entire home/apt,3,1 bath,1,2,99
3049,Downtown,Entire home/apt,6,2 baths,2,2,188
3050,Downtown,Entire home/apt,12,2 baths,5,6,585
3051,West End,Entire home/apt,2,1 bath,1,1,100
3052,West End,Entire home/apt,2,1 bath,1,0,100
3053,Kensington-Cedar Cottage,Entire home/apt,5,2 baths,3,4,200
3054,Grandview-Woodland,Entire home/apt,4,1 bath,1,1,125
3055,Downtown,Entire home/apt,6,2 baths,2,2,138
3056,Renfrew-Collingwood,Entire home/apt,6,2 baths,3,4,254
3057,Renfrew-Collingwood,Entire home/apt,2,1 bath,1,1,89
3058,Kitsilano,Entire home/apt,3,1 bath,1,1,115
3059,Downtown Eastside,Entire home/apt,9,2.5 baths,3,5,155
3060,Kensington-Cedar Cottage,Entire home/apt,4,2 baths,3,3,150
3061,Hastings-Sunrise,Private room,2,3.5 shared baths,1,1,78
3062,Downtown,Entire home/apt,4,1 bath,1,1,116
3063,Sunset,Entire home/apt,5,2.5 baths,3,3,250
3064,Kitsilano,Entire home/apt,3,1 bath,1,2,268
3065,Downtown,Entire home/apt,6,2 baths,2,3,174
3066,Fairview,Entire home/apt,2,1 bath,1,1,150
3067,Hastings-Sunrise,Entire home/apt,4,2 baths,2,2,119
3068,Renfrew-Collingwood,Entire home/apt,2,1 bath,1,1,65
3069,Sunset,Private room,4,1 shared bath,1,2,49
3070,Riley Park,Entire home/apt,6,2.5 baths,3,4,599
3071,Mount Pleasant,Private room,1,1 private bath,1,1,110
3072,Renfrew-Collingwood,Entire home/apt,6,2 baths,3,3,150
3073,Oakridge,Private room,2,1.5 shared baths,1,1,68
3074,Marpole,Entire home/apt,10,4.5 baths,5,5,549
3075,Dunbar Southlands,Private room,1,1 shared bath,1,1,138
3076,Downtown,Entire home/apt,4,1 bath,1,1,90
3077,Renfrew-Collingwood,Entire home/apt,4,2 baths,2,2,288
3078,Mount Pleasant,Entire home/apt,4,1 bath,1,2,98
3079,West End,Private room,2,1 shared bath,1,1,200
3080,Renfrew-Collingwood,Private room,1,1 shared bath,1,1,29
3081,Downtown,Entire home/apt,4,1 bath,1,0,250
3082,Downtown,Entire home/apt,2,1 bath,1,1,122
3083,Shaughnessy,Private room,2,1 private bath,1,1,98
3084,Grandview-Woodland,Entire home/apt,2,1 bath,1,1,129
3085,Kensington-Cedar Cottage,Entire home/apt,5,1.5 baths,3,2,150
3086,Dunbar Southlands,Entire home/apt,10,1 bath,3,5,106
3087,Downtown,Entire home/apt,2,1 bath,1,1,189
3088,Kitsilano,Entire home/apt,6,1 bath,2,4,320
3089,Kensington-Cedar Cottage,Entire home/apt,4,1 bath,2,2,150
3090,Downtown Eastside,Entire home/apt,3,1 bath,1,2,121
3091,West End,Entire home/apt,3,1 bath,1,1,90
3092,Downtown Eastside,Private room,2,1 shared bath,1,1,120
3093,Sunset,Entire home/apt,2,1 bath,2,1,66
